496 -3.24818 -2.85818 2.85818 3.24818
497 -3.22779 -2.83779 2.83779 3.22779
498 -3.21312 -2.82312 2.82312 3.21312
499 -3.20428 -2.81428 2.81428 3.20428
500 -3.20133 -2.81133 2.81133 3.20133
501 -3.20428 -2.81428 2.81428 3.20428
502 -3.21312 -2.82312 2.82312 3.21312
503 -3.22779 -2.83779 2.83779 3.22779
504 -3.24818 -2.85818 2.85818 3.24818
505 -3.27416 -2.88416 2.88416 3.27416
506 -3.30558 -2.91558 2.91558 3.30558
507 -3.34222 -2.95222 2.95222 3.34222
508 -3.38389 -2.99389 2.99389 3.38389
509 -3.43034 -3.04034 3.04034 3.43034
510 -3.48133 -3.09133 3.09133 3.48133
511 -3.5366 -3.1466 3.1466 3.5366
512 -3.59589 -3.20589 3.20589 3.59589
513 -3.65894 -3.26894 3.26894 3.65894
514 -3.72547 -3.33547 3.33547 3.72547
515 -3.79525 -3.40525 3.40525 3.79525
516 -3.86801 -3.47801 3.47801 3.86801
517 -3.94351 -3.55351 3.55351 3.94351
518 -4.02152 -3.63152 3.63152 4.02152
519 -4.1018 -3.7118 3.7118 4.1018
520 -4.18416 -3.79416 3.79416 4.18416
521 -4.26838 -3.87838 3.87838 4.26838
522 -4.35427 -3.96427 3.96427 4.35427
523 -4.44165 -4.05165 4.05165 4.44165
524 -4.53034 -4.14034 4.14034 4.53034
525 -4.62018 -4.23018 4.23018 4.62018
526 -4.71101 -4.32101 4.32101 4.71101
527 -4.80269 -4.41269 4.41269 4.80269
528 -4.89508 -4.50508 4.50508 4.89508
529 -4.98805 -4.59805 4.59805 4.98805
530 -5.08149 -4.69149 4.69149 5.08149
531 -5.17526 -4.78526 4.78526 5.17526
532 -5.26927 -4.87927 4.87927 5.26927
533 -5.36342 -4.97342 4.97342 5.36342
534 -5.45759 -5.06759 5.06759 5.45759
535 -5.55171 -5.16171 5.16171 5.55171
536 -5.64569 -5.25569 5.25569 5.64569
537 -5.73943 -5.34943 5.34943 5.73943
538 -5.83287 -5.44287 5.44287 5.83287
539 -5.92592 -5.53592 5.53592 5.92592
540 -6.01852 -5.62852 5.62852 6.01852
541 -6.1106 -5.7206 5.7206 6.1106
542 -6.20209 -5.81209 5.81209 6.20209
543 -6.29294 -5.90294 5.90294 6.29294
544 -6.38308 -5.99308 5.99308 6.38308
545 -6.47245 -6.08245 6.08245 6.47245
546 -6.56101 -6.17101 6.17101 6.56101
547 -6.64869 -6.25869 6.25869 6.64869
548 -6.73546 -6.34546 6.34546 6.73546
549 -6.82125 -6.43125 6.43125 6.82125
550 -6.90604 -6.51604 6.51604 6.90604
551 -6.98976 -6.59976 6.59976 6.98976
552 -7.07239 -6.68239 6.68239 7.07239
553 -7.15387 -6.76387 6.76387 7.15387
554 -7.23418 -6.84418 6.84418 7.23418
555 -7.31326 -6.92326 6.92326 7.31326
556 -7.39109 -7.00109 7.00109 7.39109
557 -7.46763 -7.07763 7.07763 7.46763
558 -7.54285 -7.15285 7.15285 7.54285
559 -7.6167 -7.2267 7.2267 7.6167
560 -7.68917 -7.29917 7.29917 7.68917
561 -7.76022 -7.37022 7.37022 7.76022
562 -7.82982 -7.43982 7.43982 7.82982
563 -7.89794 -7.50794 7.50794 7.89794
564 -7.96456 -7.57456 7.57456 7.96456
565 -8.02965 -7.63965 7.63965 8.02965
566 -8.09317 -7.70317 7.70317 8.09317
567 -8.15512 -7.76512 7.76512 8.15512
568 -8.21546 -7.82546 7.82546 8.21546
569 -8.27417 -7.88417 7.88417 8.27417
570 -8.33123 -7.94123 7.94123 8.33123
571 -8.38662 -7.99662 7.99662 8.38662
572 -8.44032 -8.05032 8.05032 8.44032
573 -8.4923 -8.1023 8.1023 8.4923
574 -8.54256 -8.15256 8.15256 8.54256
575 -8.59106 -8.20106 8.20106 8.59106
576 -8.6378 -8.2478 8.2478 8.6378
577 -8.68276 -8.29276 8.29276 8.68276
578 -8.72591 -8.33591 8.33591 8.72591
579 -8.76726 -8.37726 8.37726 8.76726
580 -8.80677 -8.41677 8.41677 8.80677
581 -8.84445 -8.45445 8.45445 8.84445
